Contrast,Energy,Correlation,Homogeneity,Mean,Std,LBP_0,LBP_1,LBP_2,LBP_3,LBP_4,LBP_5,LBP_6,LBP_7,LBP_8,LBP_9,Label
576.6884842519685,0.5293235558917926,0.9542172764562141,0.6048824228495723,56.6136474609375,79.2038572310102,0.03771972656019777,0.037902832028936594,0.022888183592353017,0.047241210934616626,0.07305908202679083,0.08392333983862772,0.03149414062307775,0.04284667968488484,0.549011230435241,0.07391357421423868,0
349.1885457677166,0.1191175384765086,0.9224213590234333,0.3533501912616351,56.99188232421875,47.39489548659614,0.06469726562105119,0.0849609374948144,0.03771972656019777,0.07775878905775398,0.10754394530593604,0.12109374999260902,0.06158447265249118,0.09301757811932265,0.1937866210819222,0.1578369140528664,0
160.57037401574803,0.5005690544520176,0.9453728153790204,0.582984304077953,29.1910400390625,38.27428033227372,0.04388427734107152,0.04821777343455702,0.021484374998688698,0.04217529296617582,0.0745849609329477,0.04302978515362367,0.02685546874836087,0.04858398437203467,0.5671997069966309,0.083984374994874,0
947.9860974409448,0.15318063579487,0.8504681613769336,0.4696020087322569,50.45611572265625,56.16971073673361,0.024169921873524784,0.04193115234119073,0.031066894529353826,0.08605957030724734,0.16979980467713623,0.1651000976461731,0.040954589841250326,0.04583740234095231,0.3250732421676591,0.07000732421447708,0
851.2282234251967,0.37283876574413716,0.8417542696607887,0.48189961101828216,29.90472412109375,51.66550924791841,0.03674316406025738,0.05432128905918449,0.031677246091816574,0.06787109374585748,0.10626220702476427,0.07806396483898535,0.030761718748122453,0.044006347653564065,0.44726562497270106,0.10302734374371171,0
571.8436269685039,0.19864157536216095,0.896267047823076,0.48457973351493816,44.76336669921875,52.39120375363769,0.047363281247109174,0.05322265624675154,0.031311035154338925,0.07006835937072337,0.07922363280766458,0.12896728514837846,0.04644775390341505,0.07244873046432808,0.3574218749781847,0.11352539061807096,0
332.77995816929143,0.22171496825442827,0.8407434770601857,0.46422900360062147,29.315185546875,32.301622230099234,0.03784179687269032,0.053466796871736645,0.03198242187304795,0.06427001952732726,0.11553955077419803,0.11767578124281763,0.04510498046599701,0.061279296871259804,0.3801269531017989,0.09271240233809128,0
56.52540600393702,0.13047574991510508,0.9740820511117781,0.4895175508872405,54.7567138671875,32.96396242403996,0.030822753904368727,0.060241699215073136,0.03179931640430912,0.10760498046218231,0.11627197264915332,0.1829223632700853,0.0842285156198591,0.08697509765094145,0.1896972656134218,0.10943603514957055,0
325.58821358267716,0.07770421558914184,0.975334396426612,0.250941955073319,76.572998046875,81.09692562662188,0.06793212890210375,0.09191894530688971,0.0516357421843484,0.08789062499463558,0.1245117187424004,0.10479736327485367,0.06939697265201435,0.08703613280718774,0.14611816405358166,0.16876220702094957,0
888.0714197834645,0.189978468252213,0.933611719809055,0.3077428718440535,95.32354736328125,81.90038291661932,0.07641601562033594,0.07781982421400026,0.039733886716324836,0.06506347655852884,0.0946044921817258,0.08380126952613517,0.04602050780969113,0.07373046874549985,0.3043212890439257,0.13848876952279732,0
652.316437007874,0.16609077103373748,0.9430692447590305,0.2979461665456262,89.40179443359375,75.80829494342441,0.06964111327699944,0.07751464843276888,0.04418945312230289,0.07244873046432808,0.11859130858651176,0.08715820311968028,0.05303955077801272,0.0702514648394622,0.2664184570149891,0.14074707030390948,0
